;NU_ANO_CENSO;SG_IES;CO_IES;NO_CURSO;TP_ORGANIZACAO_ACADEMICA;TP_REDE;NO_CINE_ROTULO;NO_CINE_AREA_GERAL;NO_CINE_AREA_ESPECIFICA;NO_CINE_AREA_DETALHADA;TP_GRAU_ACADEMICO;IN_GRATUITO;TP_MODALIDADE_ENSINO;TP_NIVEL_ACADEMICO;QT_VG_TOTAL;QT_ING_ENEM;QT_ING_VESTIBULAR;QT_VG_TOTAL_DIURNO;QT_VG_TOTAL_NOTURNO;QT_MAT;QT_MAT_FEM;QT_MAT_MASC;QT_MAT_DIURNO;QT_MAT_NOTURNO;QT_MAT_0_17;QT_MAT_18_24;QT_MAT_25_29;QT_MAT_30_34;QT_MAT_35_39;QT_MAT_40_49;QT_MAT_50_59;QT_MAT_60_MAIS;QT_MAT_BRANCA;QT_MAT_PRETA;QT_MAT_PARDA;QT_MAT_AMARELA;QT_MAT_INDIGENA;QT_MAT_CORND;QT_CONC;QT_CONC_FEM;QT_CONC_MASC;QT_CONC_DIURNO;QT_CONC_NOTURNO;QT_CONC_0_17;QT_CONC_18_24;QT_CONC_25_29;QT_CONC_30_34;QT_CONC_35_39;QT_CONC_40_49;QT_CONC_50_59;QT_CONC_60_MAIS;QT_CONC_BRANCA;QT_CONC_PRETA;QT_CONC_PARDA;QT_CONC_AMARELA;QT_CONC_INDIGENA;QT_CONC_CORND;QT_MAT_NACESTRANG;QT_CONC_NACESTRANG;QT_MAT_DEFICIENTE;QT_CONC_DEFICIENTE;QT_MAT_FINANC;QT_CONC_FINANC;QT_MAT_PROCESCPUBLICA;QT_MAT_PROCESCPRIVADA;QT_MAT_PROCNAOINFORMADA;QT_CONC_PROCESCPUBLICA;QT_CONC_PROCESCPRIVADA;QT_CONC_PROCNAOINFORMADA
736;2019;IESB;1060;BIOMEDICINA;CENTRO UNIVERSITARIO;PRIVADA;BIOMEDICINA;SAUDE E BEM-ESTAR;SAUDE;TECNOLOGIA DE DIAGNOSTICO E TRATAMENTO MEDICO;BACHARELADO;NAO;PRESENCIAL;GRADUACAO;380.0;33.0;30.0;190.0;190.0;92.0;73.0;19.0;69.0;23.0;0.0;64.0;9.0;2.0;7.0;7.0;2.0;1.0;47.0;3.0;36.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.0;0.0;42.0;50.0;0.0;0.0;0.0;0.0
737;2019;IESB;1060;BIOMEDICINA;CENTRO UNIVERSITARIO;PRIVADA;BIOMEDICINA;SAUDE E BEM-ESTAR;SAUDE;TECNOLOGIA DE DIAGNOSTICO E TRATAMENTO MEDICO;BACHARELADO;NAO;PRESENCIAL;GRADUACAO;176.0;19.0;12.0;88.0;88.0;29.0;23.0;6.0;1.0;28.0;0.0;21.0;4.0;1.0;0.0;3.0;0.0;0.0;6.0;2.0;17.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.0;0.0;20.0;9.0;0.0;0.0;0.0;0.0
738;2019;IESB;1060;CIENCIA DA COMPUTACAO;CENTRO UNIVERSITARIO;PRIVADA;CIENCIA DA COMPUTACAO;COMPUTACAO E TECNOLOGIAS DA INFORMACAO E COMUNICACAO (TIC);COMPUTACAO E TECNOLOGIAS DA INFORMACAO E COMUNICACAO (TIC);CIENCIA DA COMPUTACAO;BACHARELADO;NAO;PRESENCIAL;GRADUACAO;262.0;33.0;22.0;131.0;131.0;211.0;25.0;186.0;30.0;181.0;1.0;155.0;39.0;7.0;6.0;2.0;1.0;0.0;99.0;17.0;86.0;7.0;0.0;2.0;19.0;3.0;16.0;1.0;18.0;0.0;12.0;7.0;0.0;0.0;0.0;0.0;0.0;14.0;1.0;3.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;210.0;19.0;98.0;113.0;0.0;6.0;13.0;0.0
739;2019;IESB;1060;CIENCIA DE DADOS E INTELIGENCIA ARTIFICIAL;CENTRO UNIVERSITARIO;PRIVADA;PROGRAMAS INTERDISCIPLINARES ABRANGENDO COMPUTACAO E TECNOLOGIAS DA INFORMACAO E COMUNICACAO (TIC);COMPUTACAO E TECNOLOGIAS DA INFORMACAO E COMUNICACAO (TIC);PROGRAMAS INTERDISCIPLINARES ABRANGENDO COMPUTACAO E TECNOLOGIAS DA INFORMACAO E COMUNICACAO (TIC);PROGRAMAS INTERDISCIPLINARES ABRANGENDO COMPUTACAO E TECNOLOGIAS DA INFORMACAO E COMUNICACAO (TIC);BACHARELADO;NAO;PRESENCIAL;GRADUACAO;334.0;21.0;12.0;167.0;167.0;46.0;6.0;40.0;7.0;39.0;0.0;26.0;7.0;6.0;5.0;1.0;1.0;0.0;20.0;4.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;46.0;0.0;14.0;32.0;0.0;0.0;0.0;0.0
740;2019;IESB;1060;CIENCIAS CONTABEIS;CENTRO UNIVERSITARIO;PRIVADA;CONTABILIDADE;NEGOCIOS, ADMINISTRACAO E DIREITO;NEGOCIOS E ADMINISTRACAO;CONTABILIDADE E TRIBUTACAO;BACHARELADO;NAO;PRESENCIAL;GRADUACAO;300.0;25.0;26.0;150.0;150.0;58.0;31.0;27.0;0.0;58.0;1.0;33.0;10.0;9.0;2.0;3.0;0.0;0.0;14.0;2.0;37.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58.0;0.0;41.0;17.0;0.0;0.0;0.0;0.0
741;2019;IESB;1060;COMUNICACAO SOCIAL - CINEMA E MIDIAS DIGITAIS;CENTRO UNIVERSITARIO;PRIVADA;CINEMA E AUDIOVISUAL;ARTES E HUMANIDADES;ARTES;PRODUCAO AUDIOVISUAL, DE MIDIA E CULTURAL;BACHARELADO;NAO;PRESENCIAL;GRADUACAO;242.0;67.0;57.0;121.0;121.0;358.0;123.0;235.0;241.0;117.0;1.0;285.0;46.0;6.0;9.0;8.0;1.0;2.0;199.0;20.0;126.0;4.0;0.0;9.0;52.0;17.0;35.0;39.0;13.0;0.0;34.0;9.0;2.0;5.0;2.0;0.0;0.0;28.0;2.0;22.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;358.0;52.0;115.0;243.0;0.0;18.0;34.0;0.0
742;2019;IESB;1060;JORNALISMO;CENTRO UNIVERSITARIO;PRIVADA;JORNALISMO;CIENCIAS SOCIAIS, COMUNICACAO E INFORMACAO;COMUNICACAO E INFORMACAO;COMUNICACAO E REPORTAGEM;BACHARELADO;NAO;PRESENCIAL;GRADUACAO;330.0;33.0;23.0;165.0;165.0;190.0;121.0;69.0;121.0;69.0;1.0;145.0;26.0;6.0;5.0;4.0;3.0;0.0;95.0;10.0;80.0;3.0;1.0;1.0;52.0;36.0;16.0;29.0;23.0;0.0;37.0;7.0;2.0;3.0;2.0;1.0;0.0;35.0;3.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;188.0;51.0;80.0;109.0;1.0;23.0;28.0;1.0
743;2019;IESB;1060;COMUNICACAO SOCIAL - PUBLICIDADE E PROPAGANDA;CENTRO UNIVERSITARIO;PRIVADA;PUBLICIDADE E PROPAGANDA;NEGOCIOS, ADMINISTRACAO E DIREITO;NEGOCIOS E ADMINISTRACAO;MARKETING E PROPAGANDA;BACHARELADO;NAO;PRESENCIAL;GRADUACAO;640.0;57.0;47.0;343.0;297.0;412.0;224.0;188.0;284.0;128.0;2.0;350.0;52.0;5.0;3.0;0.0;0.0;0.0;213.0;31.0;152.0;10.0;0.0;6.0;109.0;59.0;50.0;65.0;44.0;0.0;84.0;24.0;1.0;0.0;0.0;0.0;0.0;57.0;6.0;43.0;2.0;0.0;1.0;1.0;1.0;1.0;0.0;169.0;60.0;134.0;278.0;0.0;39.0;70.0;0.0
744;2019;IESB;1060;DESIGN DE INTERIORES;CENTRO UNIVERSITARIO;PRIVADA;DESIGN DE INTERIORES;ARTES E HUMANIDADES;ARTES;MODA, DESIGN DE INTERIORES E DESENHO INDUSTRIAL;TECNOLOGICO;NAO;PRESENCIAL;GRADUACAO;440.0;22.0;27.0;220.0;220.0;165.0;146.0;19.0;97.0;68.0;0.0;64.0;26.0;17.0;22.0;18.0;14.0;4.0;98.0;10.0;53.0;3.0;0.0;1.0;54.0;50.0;4.0;33.0;21.0;0.0;23.0;7.0;2.0;8.0;5.0;8.0;1.0;32.0;2.0;19.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;164.0;53.0;67.0;98.0;0.0;16.0;38.0;0.0
745;2019;IESB;1060;DESIGN DE MODA;CENTRO UNIVERSITARIO;PRIVADA;MODA;ARTES E HUMANIDADES;ARTES;MODA, DESIGN DE INTERIORES E DESENHO INDUSTRIAL;TECNOLOGICO;NAO;PRESENCIAL;GRADUACAO;376.0;37.0;40.0;188.0;188.0;143.0;127.0;16.0;113.0;30.0;0.0;98.0;16.0;12.0;4.0;9.0;4.0;0.0;69.0;8.0;60.0;4.0;1.0;1.0;52.0;47.0;5.0;51.0;1.0;0.0;36.0;4.0;7.0;0.0;2.0;3.0;0.0;27.0;2.0;21.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;143.0;52.0;51.0;92.0;0.0;16.0;36.0;0.0
746;2019;IESB;1060;DESIGN GRAFICO;CENTRO UNIVERSITARIO;PRIVADA;DESIGN GRAFICO;ARTES E HUMANIDADES;ARTES;PRODUCAO AUDIOVISUAL, DE MIDIA E CULTURAL;TECNOLOGICO;NAO;PRESENCIAL;GRADUACAO;366.0;78.0;76.0;163.0;203.0;307.0;139.0;168.0;214.0;93.0;0.0;242.0;49.0;11.0;2.0;1.0;1.0;1.0;157.0;21.0;122.0;3.0;0.0;4.0;106.0;54.0;52.0;83.0;23.0;0.0;81.0;17.0;5.0;1.0;1.0;0.0;1.0;62.0;3.0;37.0;2.0;0.0;2.0;1.0;0.0;6.0;2.0;307.0;106.0;107.0;200.0;0.0;38.0;68.0;0.0
747;2019;IESB;1060;DIREITO;CENTRO UNIVERSITARIO;PRIVADA;DIREITO;NEGOCIOS, ADMINISTRACAO E DIREITO;DIREITO;DIREITO;BACHARELADO;NAO;PRESENCIAL;GRADUACAO;1116.0;57.0;35.0;548.0;568.0;634.0;353.0;281.0;283.0;351.0;0.0;251.0;106.0;82.0;66.0;85.0;37.0;7.0;300.0;25.0;291.0;8.0;0.0;10.0;291.0;156.0;135.0;131.0;160.0;0.0;103.0;56.0;42.0;28.0;38.0;19.0;5.0;129.0;13.0;140.0;4.0;0.0;5.0;1.0;0.0;3.0;1.0;293.0;186.0;328.0;306.0;0.0;160.0;131.0;0.0
748;2019;IESB;1060;DIREITO;CENTRO UNIVERSITARIO;PRIVADA;DIREITO;NEGOCIOS, ADMINISTRACAO E DIREITO;DIREITO;DIREITO;BACHARELADO;NAO;PRESENCIAL;GRADUACAO;772.0;113.0;75.0;376.0;396.0;833.0;492.0;341.0;388.0;445.0;2.0;486.0;114.0;72.0;76.0;63.0;16.0;4.0;237.0;68.0;479.0;14.0;2.0;33.0;338.0;199.0;139.0;164.0;174.0;0.0;158.0;61.0;42.0;31.0;35.0;9.0;2.0;92.0;30.0;207.0;6.0;1.0;2.0;0.0;0.0;1.0;0.0;833.0;338.0;531.0;302.0;0.0;229.0;109.0;0.0
749;2019;IESB;1060;EDUCACAO FISICA;CENTRO UNIVERSITARIO;PRIVADA;EDUCACAO FISICA;SAUDE E BEM-ESTAR;SAUDE;PROMOCAO, PREVENCAO, TERAPIA E REABILITACAO;BACHARELADO;NAO;PRESENCIAL;GRADUACAO;170.0;16.0;9.0;0.0;170.0;96.0;28.0;68.0;0.0;96.0;0.0;40.0;27.0;13.0;7.0;7.0;1.0;1.0;37.0;4.0;50.0;3.0;1.0;1.0;35.0;11.0;24.0;0.0;35.0;0.0;6.0;13.0;8.0;4.0;3.0;0.0;1.0;15.0;2.0;17.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;94.0;33.0;60.0;36.0;0.0;24.0;11.0;0.0
750;2019;IESB;1060;EDUCACAO FISICA;CENTRO UNIVERSITARIO;PRIVADA;EDUCACAO FISICA;SAUDE E BEM-ESTAR;SAUDE;PROMOCAO, PREVENCAO, TERAPIA E REABILITACAO;BACHARELADO;NAO;PRESENCIAL;GRADUACAO;296.0;73.0;45.0;148.0;148.0;108.0;32.0;76.0;57.0;51.0;0.0;96.0;2.0;6.0;2.0;2.0;0.0;0.0;24.0;6.0;71.0;0.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;108.0;0.0;75.0;33.0;0.0;0.0;0.0;0.0
751;2019;IESB;1060;ENFERMAGEM;CENTRO UNIVERSITARIO;PRIVADA;ENFERMAGEM;SAUDE E BEM-ESTAR;SAUDE;ENFERMAGEM;BACHARELADO;NAO;PRESENCIAL;GRADUACAO;394.0;64.0;48.0;197.0;197.0;545.0;466.0;79.0;295.0;250.0;0.0;285.0;91.0;60.0;48.0;52.0;8.0;1.0;160.0;42.0;315.0;25.0;1.0;2.0;214.0;185.0;29.0;97.0;117.0;0.0;68.0;53.0;22.0;32.0;34.0;4.0;1.0;58.0;15.0;132.0;9.0;0.0;0.0;1.0;0.0;1.0;1.0;545.0;214.0;421.0;124.0;0.0;178.0;36.0;0.0
752;2019;IESB;1060;ENGENHARIA CIVIL;CENTRO UNIVERSITARIO;PRIVADA;ENGENHARIA CIVIL;ENGENHARIA, PRODUCAO E CONSTRUCAO;ARQUITETURA E CONSTRUCAO;ENGENHARIA CIVIL E CONSTRUCAO;BACHARELADO;NAO;PRESENCIAL;GRADUACAO;514.0;13.0;8.0;257.0;257.0;240.0;66.0;174.0;78.0;162.0;0.0;146.0;65.0;14.0;11.0;4.0;0.0;0.0;92.0;16.0;123.0;7.0;0.0;2.0;113.0;27.0;86.0;38.0;75.0;0.0;46.0;44.0;11.0;9.0;3.0;0.0;0.0;37.0;10.0;60.0;5.0;0.0;1.0;2.0;1.0;2.0;2.0;240.0;113.0;145.0;95.0;0.0;74.0;39.0;0.0
753;2019;IESB;1060;ENGENHARIA CIVIL;CENTRO UNIVERSITARIO;PRIVADA;ENGENHARIA CIVIL;ENGENHARIA, PRODUCAO E CONSTRUCAO;ARQUITETURA E CONSTRUCAO;ENGENHARIA CIVIL E CONSTRUCAO;BACHARELADO;NAO;PRESENCIAL;GRADUACAO;143.0;7.0;2.0;0.0;143.0;139.0;29.0;110.0;0.0;139.0;0.0;57.0;33.0;13.0;19.0;16.0;1.0;0.0;35.0;10.0;92.0;2.0;0.0;0.0;79.0;13.0;66.0;0.0;79.0;0.0;25.0;19.0;8.0;13.0;13.0;1.0;0.0;19.0;5.0;54.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;139.0;79.0;105.0;34.0;0.0;61.0;18.0;0.0
754;2019;IESB;1060;ENGENHARIA DE COMPUTACAO;CENTRO UNIVERSITARIO;PRIVADA;ENGENHARIA DE COMPUTACAO (DCN COMPUTACAO);COMPUTACAO E TECNOLOGIAS DA INFORMACAO E COMUNICACAO (TIC);COMPUTACAO E TECNOLOGIAS DA INFORMACAO E COMUNICACAO (TIC);DESENVOLVIMENTO DE SISTEMAS QUE INTEGRAM SOFTWARE E HARDWARE;BACHARELADO;NAO;PRESENCIAL;GRADUACAO;204.0;37.0;18.0;102.0;102.0;146.0;19.0;127.0;48.0;98.0;0.0;113.0;24.0;4.0;5.0;0.0;0.0;0.0;71.0;7.0;63.0;4.0;0.0;1.0;23.0;6.0;17.0;6.0;17.0;0.0;8.0;14.0;1.0;0.0;0.0;0.0;0.0;8.0;2.0;11.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;144.0;21.0;56.0;90.0;0.0;12.0;11.0;0.0
755;2019;IESB;1060;ENGENHARIA ELETRICA;CENTRO UNIVERSITARIO;PRIVADA;ENGENHARIA ELETRICA;ENGENHARIA, PRODUCAO E CONSTRUCAO;ENGENHARIA E PROFISSOES CORRELATAS;ELETRICIDADE E ENERGIA;BACHARELADO;NAO;PRESENCIAL;GRADUACAO;240.0;26.0;7.0;120.0;120.0;118.0;20.0;98.0;28.0;90.0;0.0;64.0;27.0;10.0;4.0;8.0;5.0;0.0;47.0;9.0;55.0;3.0;0.0;4.0;35.0;8.0;27.0;9.0;26.0;0.0;11.0;15.0;3.0;2.0;3.0;1.0;0.0;17.0;3.0;14.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;112.0;31.0;63.0;55.0;0.0;17.0;18.0;0.0
756;2019;IESB;1060;ESTETICA E COSMETICA;CENTRO UNIVERSITARIO;PRIVADA;ESTETICA E COSMETICA;SERVICOS;SERVICOS PESSOAIS;SERVICOS DE BELEZA;TECNOLOGICO;NAO;PRESENCIAL;GRADUACAO;342.0;21.0;36.0;171.0;171.0;188.0;185.0;3.0;144.0;44.0;1.0;93.0;33.0;21.0;12.0;17.0;9.0;2.0;77.0;8.0;92.0;8.0;1.0;2.0;87.0;85.0;2.0;72.0;15.0;0.0;42.0;18.0;9.0;5.0;7.0;6.0;0.0;36.0;2.0;46.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;188.0;87.0;112.0;76.0;0.0;53.0;34.0;0.0
757;2019;IESB;1060;FARMACIA;CENTRO UNIVERSITARIO;PRIVADA;FARMACIA;SAUDE E BEM-ESTAR;SAUDE;FARMACIA;BACHARELADO;NAO;PRESENCIAL;GRADUACAO;324.0;24.0;7.0;162.0;162.0;36.0;18.0;18.0;28.0;8.0;0.0;27.0;3.0;2.0;0.0;2.0;1.0;1.0;17.0;1.0;16.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;0.0;17.0;19.0;0.0;0.0;0.0;0.0
758;2019;IESB;1060;FARMACIA;CENTRO UNIVERSITARIO;PRIVADA;FARMACIA;SAUDE E BEM-ESTAR;SAUDE;FARMACIA;BACHARELADO;NAO;PRESENCIAL;GRADUACAO;296.0;16.0;19.0;148.0;148.0;43.0;35.0;8.0;1.0;42.0;0.0;26.0;7.0;3.0;4.0;3.0;0.0;0.0;8.0;5.0;28.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.0;0.0;27.0;16.0;0.0;0.0;0.0;0.0
759;2019;IESB;1060;FOTOGRAFIA;CENTRO UNIVERSITARIO;PRIVADA;FOTOGRAFIA;ARTES E HUMANIDADES;ARTES;PRODUCAO AUDIOVISUAL, DE MIDIA E CULTURAL;TECNOLOGICO;NAO;PRESENCIAL;GRADUACAO;248.0;15.0;25.0;124.0;124.0;98.0;53.0;45.0;88.0;10.0;0.0;60.0;19.0;5.0;2.0;10.0;2.0;0.0;46.0;7.0;40.0;5.0;0.0;0.0;35.0;20.0;15.0;30.0;5.0;0.0;19.0;10.0;3.0;1.0;2.0;0.0;0.0;17.0;3.0;14.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;98.0;35.0;44.0;53.0;1.0;18.0;17.0;0.0
760;2019;IESB;1060;GASTRONOMIA;CENTRO UNIVERSITARIO;PRIVADA;GASTRONOMIA;SERVICOS;SERVICOS PESSOAIS;SERVICOS DE ALIMENTACAO;TECNOLOGICO;NAO;PRESENCIAL;GRADUACAO;765.0;15.0;50.0;510.0;255.0;215.0;114.0;101.0;181.0;34.0;0.0;93.0;52.0;21.0;14.0;23.0;9.0;3.0;131.0;10.0;65.0;5.0;0.0;4.0;98.0;53.0;45.0;73.0;25.0;0.0;35.0;30.0;10.0;6.0;14.0;2.0;1.0;64.0;4.0;28.0;1.0;0.0;1.0;4.0;2.0;2.0;1.0;79.0;43.0;72.0;143.0;0.0;39.0;59.0;0.0
761;2019;IESB;1060;GESTAO DE RECURSOS HUMANOS;CENTRO UNIVERSITARIO;PRIVADA;GESTAO DE PESSOAS;NEGOCIOS, ADMINISTRACAO E DIREITO;NEGOCIOS E ADMINISTRACAO;GESTAO E ADMINISTRACAO;TECNOLOGICO;NAO;PRESENCIAL;GRADUACAO;240.0;0.0;0.0;120.0;120.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
762;2019;IESB;1060;GESTAO DE RECURSOS HUMANOS;CENTRO UNIVERSITARIO;PRIVADA;GESTAO DE PESSOAS;NEGOCIOS, ADMINISTRACAO E DIREITO;NEGOCIOS E ADMINISTRACAO;GESTAO E ADMINISTRACAO;TECNOLOGICO;NAO;PRESENCIAL;GRADUACAO;144.0;0.0;0.0;72.0;72.0;7.0;3.0;4.0;0.0;7.0;0.0;4.0;2.0;1.0;0.0;0.0;0.0;0.0;4.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;6.0;1.0;0.0;0.0;0.0;0.0
763;2019;IESB;1060;GESTAO PUBLICA;CENTRO UNIVERSITARIO;PRIVADA;GESTAO PUBLICA;NEGOCIOS, ADMINISTRACAO E DIREITO;NEGOCIOS E ADMINISTRACAO;GESTAO E ADMINISTRACAO;TECNOLOGICO;NAO;PRESENCIAL;GRADUACAO;228.0;41.0;39.0;94.0;134.0;149.0;56.0;93.0;27.0;122.0;0.0;121.0;12.0;5.0;8.0;3.0;0.0;0.0;40.0;19.0;81.0;1.0;1.0;7.0;46.0;22.0;24.0;20.0;26.0;0.0;29.0;7.0;4.0;4.0;2.0;0.0;0.0;17.0;7.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;149.0;46.0;116.0;33.0;0.0;34.0;12.0;0.0
764;2019;IESB;1060;GESTAO PUBLICA;CENTRO UNIVERSITARIO;PRIVADA;GESTAO PUBLICA;NEGOCIOS, ADMINISTRACAO E DIREITO;NEGOCIOS E ADMINISTRACAO;GESTAO E ADMINISTRACAO;TECNOLOGICO;NAO;PRESENCIAL;GRADUACAO;302.0;23.0;27.0;151.0;151.0;89.0;31.0;58.0;49.0;40.0;0.0;66.0;15.0;4.0;2.0;2.0;0.0;0.0;44.0;8.0;36.0;0.0;1.0;0.0;38.0;16.0;22.0;36.0;2.0;0.0;30.0;4.0;1.0;2.0;1.0;0.0;0.0;22.0;2.0;14.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;89.0;38.0;56.0;32.0;1.0;25.0;13.0;0.0
765;2019;IESB;1060;JOGOS DIGITAIS;CENTRO UNIVERSITARIO;PRIVADA;JOGOS DIGITAIS;COMPUTACAO E TECNOLOGIAS DA INFORMACAO E COMUNICACAO (TIC);COMPUTACAO E TECNOLOGIAS DA INFORMACAO E COMUNICACAO (TIC);PRODUCAO DE SOFTWARE;TECNOLOGICO;NAO;PRESENCIAL;GRADUACAO;146.0;36.0;35.0;93.0;53.0;183.0;18.0;165.0;183.0;0.0;1.0;148.0;26.0;5.0;3.0;0.0;0.0;0.0;110.0;7.0;64.0;1.0;0.0;1.0;35.0;2.0;33.0;35.0;0.0;0.0;24.0;10.0;1.0;0.0;0.0;0.0;0.0;30.0;1.0;4.0;0.0;0.0;0.0;2.0;1.0;2.0;0.0;183.0;35.0;58.0;125.0;0.0;6.0;29.0;0.0
766;2019;IESB;1060;NUTRICAO;CENTRO UNIVERSITARIO;PRIVADA;NUTRICAO;SAUDE E BEM-ESTAR;SAUDE;PROMOCAO, PREVENCAO, TERAPIA E REABILITACAO;BACHARELADO;NAO;PRESENCIAL;GRADUACAO;298.0;26.0;25.0;149.0;149.0;200.0;166.0;34.0;121.0;79.0;0.0;116.0;43.0;21.0;10.0;8.0;2.0;0.0;68.0;17.0;104.0;6.0;1.0;4.0;96.0;81.0;15.0;62.0;34.0;0.0;51.0;27.0;7.0;5.0;4.0;2.0;0.0;36.0;6.0;51.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;96.0;128.0;72.0;0.0;60.0;36.0;0.0
767;2019;IESB;1060;NUTRICAO;CENTRO UNIVERSITARIO;PRIVADA;NUTRICAO;SAUDE E BEM-ESTAR;SAUDE;PROMOCAO, PREVENCAO, TERAPIA E REABILITACAO;BACHARELADO;NAO;PRESENCIAL;GRADUACAO;424.0;28.0;23.0;212.0;212.0;91.0;68.0;23.0;61.0;30.0;1.0;45.0;16.0;14.0;5.0;6.0;4.0;0.0;31.0;10.0;43.0;3.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;90.0;0.0;40.0;51.0;0.0;0.0;0.0;0.0
768;2019;IESB;1060;ODONTOLOGIA;CENTRO UNIVERSITARIO;PRIVADA;ODONTOLOGIA;SAUDE E BEM-ESTAR;SAUDE;ODONTOLOGIA;BACHARELADO;NAO;PRESENCIAL;GRADUACAO;174.0;16.0;15.0;87.0;87.0;31.0;19.0;12.0;30.0;1.0;0.0;17.0;8.0;2.0;1.0;1.0;1.0;1.0;13.0;2.0;14.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;0.0;15.0;16.0;0.0;0.0;0.0;0.0
769;2019;IESB;1060;PEDAGOGIA;CENTRO UNIVERSITARIO;PRIVADA;PEDAGOGIA;EDUCACAO;EDUCACAO;FORMACAO DE PROFESSORES SEM AREAS ESPECIFICAS;LICENCIATURA;NAO;PRESENCIAL;GRADUACAO;120.0;0.0;0.0;0.0;120.0;38.0;36.0;2.0;0.0;38.0;0.0;20.0;4.0;6.0;0.0;5.0;2.0;1.0;12.0;1.0;24.0;1.0;0.0;0.0;29.0;28.0;1.0;0.0;29.0;0.0;16.0;4.0;5.0;0.0;3.0;1.0;0.0;11.0;1.0;16.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;38.0;29.0;28.0;10.0;0.0;21.0;8.0;0.0
770;2019;IESB;1060;PEDAGOGIA;CENTRO UNIVERSITARIO;PRIVADA;PEDAGOGIA;EDUCACAO;EDUCACAO;FORMACAO DE PROFESSORES SEM AREAS ESPECIFICAS;LICENCIATURA;NAO;PRESENCIAL;GRADUACAO;326.0;74.0;44.0;163.0;163.0;334.0;312.0;22.0;198.0;136.0;0.0;212.0;48.0;28.0;23.0;21.0;1.0;1.0;87.0;28.0;200.0;9.0;0.0;10.0;91.0;86.0;5.0;43.0;48.0;0.0;40.0;21.0;8.0;15.0;7.0;0.0;0.0;30.0;11.0;49.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;334.0;91.0;267.0;67.0;0.0;79.0;12.0;0.0
